date,price,production
10/13/2019,92,10843
10/14/2019,90,10843
10/15/2019,92,10843
10/16/2019,92,10843
10/17/2019,92,10843
10/18/2019,91,10843
10/19/2019,90,10843
10/20/2019,91,10843
10/21/2019,90,10843
10/22/2019,87,10843
10/23/2019,87,10843
10/24/2019,87,10843
10/25/2019,87,10843
10/26/2019,87,10843
10/27/2019,91,10843
10/28/2019,89,10843
10/29/2019,92,10843
10/30/2019,92,10843
10/31/2019,92,10843
11/1/2019,95,7845
11/2/2019,97,7845
11/3/2019,95,7845
11/4/2019,95,7845
11/5/2019,97,7845
11/6/2019,97,7845
11/7/2019,100,7845
11/8/2019,95,7845
11/9/2019,85,7845
11/10/2019,77,7845
11/11/2019,79,7845
11/12/2019,77,7845
11/13/2019,72,7845
11/14/2019,75,7845
11/15/2019,75,7845
11/16/2019,80,7845
11/17/2019,75,7845
11/18/2019,77,7845
11/19/2019,79,7845
11/20/2019,76,7845
11/21/2019,77,7845
11/22/2019,79,7845
11/23/2019,80,7845
11/24/2019,81,7845
11/25/2019,89,7845
11/26/2019,81,7845
11/27/2019,79,7845
11/28/2019,97,7845
11/29/2019,97,7845
11/30/2019,105,7845
12/1/2019,107,1543
12/2/2019,105,1543
12/3/2019,102,1543
12/4/2019,102,1543
12/5/2019,100,1543
12/6/2019,95,1543
12/7/2019,95,1543
12/8/2019,92,1543
12/9/2019,97,1543
12/10/2019,97,1543
12/11/2019,97,1543
12/12/2019,95,1543
12/13/2019,100,1543
12/14/2019,95,1543
12/15/2019,105,1543
12/16/2019,105,1543
12/17/2019,112,1543
12/18/2019,115,1543
12/19/2019,102,1543
12/20/2019,102,1543
12/21/2019,112,1543
12/22/2019,105,1543
12/23/2019,103,1543
12/24/2019,105,1543
12/25/2019,102,1543
12/26/2019,100,1543
12/27/2019,102,1543
12/28/2019,100,1543
12/29/2019,105,1543
12/30/2019,107,1543
12/31/2019,105,1543
